,text,Date,label
2329,thank tampa florida americafirst trumptrain,06/11/2016,0
2330,sad case article saying pay bills false pay work shoddy bad done,06/11/2016,0
2331,tampa florida thank outstanding volunteers want makeamericagreatagain,06/11/2016,0
2332,king many african americans know well endorsed would done thought racist,06/11/2016,1
2333,mitt romney chance beat failed president choked like dog calls racist least racist person,06/11/2016,1
2334,thank richmond virginia trump,06/11/2016,0
2335,thank coalition honor joining today discuss shared values rtm trump,06/10/2016,0
2336,heading richmond virginia join tonight trump tickets,06/10/2016,0
2337,flashbackfriday crookedhillary,06/10/2016,0
2338,rarely agree president obama however correct crooked hillary clinton great ad,06/10/2016,0
2339,video pocahontas describing crooked hillary clinton corporate donor puppet time change trump,06/10/2016,0
2340,heading c speak faith freedom coalition visit opo,06/10/2016,1
2341,donald trump plans continue goplegacy leading women civil rights racist sexist democrats,06/10/2016,0
2342,great boxing promoter king endorsed nice,06/10/2016,1
2343,join richmond va pm tampa fl pittsburgh pa pm portsmouth nh pm,06/10/2016,0
2344,record million primary votes beat opponents financed campaign great potus makeamericagreatagain,06/10/2016,1
2345,never president endorsed someone investigation,06/10/2016,1
2346,pocahontas goofy elizabeth warren one least productive u senators nasty mouth hope v p choice,06/10/2016,1
2347,trump historic million primary votes record congratulations,06/10/2016,1
2348,join trump richmond tampa pittsburgh,06/10/2016,0
2349,thank roseanne much appreciated,06/09/2016,0
2350,long take staff people think emails deleted,06/09/2016,0
2351,message condolences support regarding terrorist attacks tel aviv,06/09/2016,0
2352,obama endorsed crooked hillary wants four years obama nobody else,06/09/2016,0
2353,crooked hillary clinton disaster jobs economy trade healthcare military guns else obama plus,06/09/2016,1
2354,expected media much dishonesty amazing like big wins primaries win,06/09/2016,1
2355,please mr trump make vp perfect running mate great guy,06/09/2016,1
2356,bernie sanders must really dislike crooked hillary way played many supporters trade come,06/09/2016,1
2357,johnkasich voters spoken want agreed support nominee get board leave,06/09/2016,1
2358,greatest president world ever seen thanks,06/09/2016,1
2359,would many millions votes crooked hillary clinton except fact opponents one,06/09/2016,1
2360,congratulations mr trump thank,06/09/2016,1
2361,flames senator sanders spent yet lost,06/09/2016,1
2362,make america great americafirst trump,06/08/2016,0
2363,reporting lt votes president history usa,06/08/2016,1
2364,historic historic national debt record unemployment pocketbook crisis people need trump make usa rich,06/08/2016,1
2365,great speach thanks,06/08/2016,1
2366,awesome number one presidency time,06/08/2016,1
2367,top rino hack msnbc joey scarborough air calling next president trump racist bigot shame,06/08/2016,1
2368,nobody watching anymore gone deep end bad ratings believe watching,06/08/2016,1
2370,thank wonderful comments speech could feel electricity thr air great reviews votes ever recieved,06/08/2016,1
2371,gee make right one time,06/08/2016,1
2372,standing way white house,06/08/2016,1
2373,thank california trump,06/08/2016,0
2374,thank new mexico trump,06/08/2016,0
2375,thank south dakota trump,06/08/2016,0
2376,thank new jersey trump,06/08/2016,0
2377,thank montana trump,06/08/2016,0
2378,speaking great journey republican nomination p movement toward country wins continues,06/08/2016,1
2379,interviewed tonight enjoy p,06/07/2016,1
2380,thank together makeamericagreatagain,06/07/2016,0
2381,book secret service agent gary byrne believe crooked hillary temperament integrity president,06/07/2016,1
2382,former secret service agent president clinton excoriates crooked hillary describing erratic violent bad temperament pres,06/07/2016,1
2383,see said nato obsolete terrorism protection made change without giving credit,06/06/2016,0
2384,thank diamond silk,06/06/2016,0
2385,remembering fallen heroes dday june,06/06/2016,0
2386,getting bad marks certain pundits small campaign staff small good flexible save money number one,06/06/2016,0
2387,massive blow obama message new jobs month issued jobs report really bad,06/06/2016,1
2388,crooked hillary badly criticized wall street paid ad politifact false ad women total fraud,06/06/2016,1
2389,crooked hillary clinton held news conference months record bad unable answer tough questions,06/06/2016,1
2390,like able spend far less money others campaign finish country great,06/06/2016,1
2391,people like report campaign zero access say want without knowledge true much media,06/06/2016,1
2392,hillary clinton unfit president bad judgement poor leadership skills bad destructive track record change,06/05/2016,1
2393,watching little lately biased shows predictable garbage cnn msm one big lie,06/05/2016,1
2394,clinton news network sometimes referred getting biased act indignant hear behind closed doors,06/05/2016,1
2395,ineffective potus make speech elkhart make everything look great mr trump makeamericagreatagain,06/04/2016,1
2396,thank attorney general gonzales many people feel way,06/04/2016,0
2397,worst jobs report since,06/04/2016,1
2398,mayor san jose terrible job ordering protection innocent people thugs lucky supporters remained peaceful,06/04/2016,1
2399,many thugs attacked peaceful trump supporters san jose illegals burned american flag laughed police,06/04/2016,1
2400,thank mr trump standing country votetrump join trumptrain,06/04/2016,1
2401,hillary university scandal one media talking,06/04/2016,1
2402,muhammad ali dead truly great champion wonderful guy missed,06/04/2016,1
2403,thank redding california makeamericagreatagain caprimary,06/03/2016,0
2404,great evening san jose thugs supporters far tougher want fortunately hostile,06/03/2016,0
2405,much interest visit scotland greatly look forward attending opening event taking place june th,06/03/2016,0
2406,former chief police border town hispanic proud hispanic behind trump,06/03/2016,0
2407,crooked hillary telepromter speech yesterday made things said believe basis fact honest,06/03/2016,1
2408,watch anymore small audience low ratings hear mika gone wild hate joe joe lost way,06/03/2016,1
2409,rally last night san jose great tremendous love enthusiasm hall big crowd outside small group thugs burned flag,06/03/2016,1
2410,terrible jobs report reported jobs added bombshell,06/03/2016,1
2411,yes hubby voted already thank,06/03/2016,1
2412,think first female president usa beautiful intelligent young genuine successful lady,06/03/2016,1
2413,rich coming tweeted president women ttump trump,06/03/2016,1
2414,clinton says trump dangerous one killed americans benghazi,06/03/2016,1
2415,basball looks like several legal hispanics supporting trump know good,06/03/2016,1
2416,june th back usa make america great,06/03/2016,0
2417,visit ireland magnificent resort fronting atlantic ocean,06/03/2016,0
2418,visiting aberdeen oil capital europe see great club,06/03/2016,0
2419,june going scotland celebrate opening newly renovated resort worlds best,06/03/2016,0
2420,join redding california tomorrow pm trump tickets,06/03/2016,0
2421,thank nice piece keep great work,06/03/2016,0
2422,trump save america right leader right time thank,06/02/2016,1
2423,criminal person stop,06/02/2016,1
2425,vote trump vote restore great country,06/02/2016,1
2426,increase texas blue cross blue shield obamacare told panic anger healthcare costs explode,06/02/2016,1
2427,great endorsement support paul ryan working hard make america great,06/02/2016,0
2428,bad performance crooked hillary clinton reading poorly telepromter even look presidential,06/02/2016,1
2429,crooked hillary longer credibility much failure office people allow another four years incompetence,06/02/2016,1
2430,crooked hillary clinton would love call lyin hillary getting ready totally misrepresent foreign policy positions,06/02/2016,1
2431,litigation disposed case instructed execs open trump u much interest pres,06/02/2016,1
2432,even though biased unfair judge trump u civil case san diego thousands great reviews win case,06/02/2016,1
2433,crooked hillary clinton foreign policy experience made many mistakes mean real monsters hrc,06/02/2016,1
2434,join san jose california tonight makeamericagreatagain trump tickets,06/02/2016,0
2435,wow usa today todays cover story record lawsuits verdict wins losses want president,06/02/2016,1
2436,ever notice gives little proper representation policies watched nobody knew anything foreign p,06/02/2016,1
2437,bernie sanders right said crooked hillary clinton qualified president suffers bad judgement,06/02/2016,1
